institution_name,longitude,latitude,fips_state_code,total_enrollment,full-time_enrollment,part-time_enrollment,control,level
National American University-Indianapolis,-86.222601,39.92198,Indiana,299.0,61.0,238.0,Private for-profit,4-year or above
National American University-Killeen,-97.742521,31.101727,Texas,,,,Private for-profit,4-year or above
National American University-Mesquite,-96.625431,32.80385,Texas,180.0,42.0,138.0,Private for-profit,4-year or above
National American University-Overland Park,-94.703885,38.941097,Kansas,254.0,98.0,156.0,Private for-profit,4-year or above
National American University-Rapid City,-103.250223,44.03152,South Dakota,1665.0,316.0,1349.0,Private for-profit,4-year or above
National American University-Richardson,-96.768201,32.95518,Texas,,,,Private for-profit,4-year or above
National American University-Rochester,-92.496177,44.064095,Minnesota,22.0,19.0,3.0,Private for-profit,4-year or above
National American University-Roseville,-93.162659,45.009443,Minnesota,135.0,19.0,116.0,Private for-profit,4-year or above
National American University-Sioux Falls,-96.789651,43.495677,South Dakota,155.0,36.0,119.0,Private for-profit,4-year or above
National American University-Tulsa,-95.905505,36.046839,Oklahoma,109.0,10.0,99.0,Private for-profit,4-year or above
National American University-Wichita,-97.251731,37.722498,Kansas,95.0,16.0,79.0,Private for-profit,4-year or above
National Career College,-118.446211,34.22245,California,259.0,259.0,0.0,Private for-profit,2-year
National Career Education,-121.273917,38.679835,California,398.0,398.0,0.0,Private for-profit,2-year
National College-Nashville,-86.701121,36.044924,Tennessee,217.0,91.0,126.0,Private for-profit,2-year
National Louis University,-87.62469899999998,41.880093,Illinois,5992.0,3200.0,2792.0,Private not-for-profit,4-year or above
National Paralegal College,-112.064275,33.530663,Arizona,806.0,780.0,26.0,Private for-profit,4-year or above
National Park College,-93.119248,34.512687,Arkansas,2017.0,1114.0,903.0,Public,2-year
National Polytechnic College,-118.143809,33.860528,California,176.0,126.0,50.0,Private for-profit,2-year
National University,-117.243026,32.909894,California,16930.0,8034.0,8896.0,Private not-for-profit,4-year or above
National University of Health Sciences,-88.013171,41.861697,Illinois,655.0,593.0,62.0,Private not-for-profit,4-year or above
National University of Natural Medicine,-122.6766,45.501931,Oregon,564.0,506.0,58.0,Private not-for-profit,4-year or above
Naugatuck Valley Community College,-73.072963,41.549749,Connecticut,6237.0,2181.0,4056.0,Public,2-year
Navajo Technical University,-108.149392,35.687431,New Mexico,1600.0,868.0,732.0,Public,4-year or above
Navarro College,-96.498731,32.076061,Texas,8601.0,3127.0,5474.0,Public,2-year
Nazarene Bible College,-104.752506,38.816515,Colorado,731.0,69.0,662.0,Private not-for-profit,4-year or above
Nazareth College,-77.518579,43.101576,New York,2987.0,2565.0,422.0,Private not-for-profit,4-year or above
Nebraska Christian College of Hope International University,-96.09437,41.12314,Nebraska,134.0,124.0,10.0,Private not-for-profit,4-year or above
Nebraska College of Technical Agriculture,-100.510409,40.635454,Nebraska,335.0,275.0,60.0,Public,2-year
Nebraska Indian Community College,-96.35176,42.11677,Nebraska,200.0,34.0,166.0,Public,2-year
Nebraska Methodist College of Nursing & Allied Health,-96.048511,41.265973,Nebraska,1102.0,713.0,389.0,Private not-for-profit,4-year or above
Nebraska Wesleyan University,-96.64831,40.839098,Nebraska,2095.0,1714.0,381.0,Private not-for-profit,4-year or above
Neosho County Community College,-95.464976,37.670672,Kansas,1968.0,725.0,1243.0,Public,2-year
Ner Israel Rabbinical College,-76.75352600000002,39.388021,Maryland,419.0,398.0,21.0,Private not-for-profit,4-year or above
Neumann University,-75.440022,39.874876,Pennsylvania,2598.0,1587.0,1011.0,Private not-for-profit,4-year or above
Neumont College of Computer Science,-111.890573,40.76609600000001,Utah,430.0,379.0,51.0,Private for-profit,4-year or above
Nevada Career Institute,-115.20842,36.217975,Nevada,294.0,294.0,0.0,Private for-profit,2-year
Nevada State College,-114.938044,35.982345,Nevada,4930.0,1805.0,3125.0,Public,4-year or above
New Castle School of Trades,-80.40141700000002,41.035228,Pennsylvania,454.0,454.0,0.0,Private for-profit,2-year
New College of Florida,-82.55858,27.384925,Florida,837.0,837.0,0.0,Public,4-year or above
New England College,-71.822282,43.176403,New Hampshire,2521.0,2462.0,59.0,Private not-for-profit,4-year or above
New England College of Business and Finance,-71.056671,42.353619,Massachusetts,1237.0,297.0,940.0,Private for-profit,4-year or above
New England Culinary Institute,-72.57508100000003,44.261307,Vermont,73.0,68.0,5.0,Private for-profit,4-year or above
New England Institute of Technology,-71.502892,41.661783,Rhode Island,2763.0,2323.0,440.0,Private not-for-profit,4-year or above
New Hampshire Institute of Art,-71.458947,42.992953,New Hampshire,337.0,315.0,22.0,Private not-for-profit,4-year or above
New Hope Christian College-Eugene,-123.15355,44.032674,Oregon,92.0,81.0,11.0,Private not-for-profit,4-year or above
New Jersey City University,-74.08726999999998,40.709937,New Jersey,7991.0,5448.0,2543.0,Public,4-year or above
New Jersey Institute of Technology,-74.177113,40.741997,New Jersey,11423.0,8572.0,2851.0,Public,4-year or above
New Mexico Highlands University,-105.219197,35.59623300000001,New Mexico,3037.0,1874.0,1163.0,Public,4-year or above
New Mexico Institute of Mining and Technology,-106.905211,34.067041,New Mexico,1895.0,1475.0,420.0,Public,4-year or above
New Mexico Junior College,-103.182896,32.757808000000004,New Mexico,2247.0,629.0,1618.0,Public,2-year
New Mexico Military Institute,-104.524448,33.409617,New Mexico,412.0,412.0,0.0,Public,2-year
New Mexico State University-Alamogordo,-105.926241,32.92033,New Mexico,1636.0,384.0,1252.0,Public,2-year
New Mexico State University-Carlsbad,-104.265536,32.442028,New Mexico,1791.0,374.0,1417.0,Public,2-year
New Mexico State University-Dona Ana,-106.737172,32.354486,New Mexico,7876.0,3417.0,4459.0,Public,2-year
New Mexico State University-Grants,-107.84363799999998,35.165965,New Mexico,996.0,164.0,832.0,Public,2-year
New Mexico State University-Main Campus,-106.752069,32.281568,New Mexico,14289.0,11133.0,3156.0,Public,4-year or above
New River Community and Technical College,-81.136085,37.76767,West Virginia,1169.0,700.0,469.0,Public,2-year
New River Community College,-80.69605,37.10523900000001,Virginia,4419.0,1653.0,2766.0,Public,2-year
New York Automotive and Diesel Institute,-73.780592,40.705073,New York,188.0,188.0,0.0,Private for-profit,2-year
New York College of Health Professions,-73.516191,40.809329,New York,473.0,267.0,206.0,Private not-for-profit,4-year or above
New York Conservatory for Dramatic Arts,-73.993388,40.740148,New York,257.0,257.0,0.0,Private for-profit,2-year
New York Film Academy,-118.335567,34.152076,California,1389.0,1389.0,0.0,Private for-profit,4-year or above
New York Institute of Technology,-73.6078,40.812447,New York,7173.0,6118.0,1055.0,Private not-for-profit,4-year or above
New York School of Interior Design,-73.962404,40.768615,New York,537.0,277.0,260.0,Private not-for-profit,4-year or above
New York University,-73.997264,40.729452,New York,51847.0,43140.0,8707.0,Private not-for-profit,4-year or above
Newberry College,-81.619777,34.285868,South Carolina,1208.0,1190.0,18.0,Private not-for-profit,4-year or above
Newbury College,-71.14208199999999,42.331032,Massachusetts,636.0,580.0,56.0,Private not-for-profit,4-year or above
Newman University,-97.37768,37.672643,Kansas,3373.0,1123.0,2250.0,Private not-for-profit,4-year or above
Newschool of Architecture and Design,-117.153305,32.71331,California,537.0,464.0,73.0,Private for-profit,4-year or above
NHTI-Concord's Community College,-71.531979,43.223621,New Hampshire,3478.0,1478.0,2000.0,Public,2-year
Niagara County Community College,-78.87579000000002,43.147701,New York,5047.0,2962.0,2085.0,Public,2-year
Niagara University,-79.036689,43.137279,New York,3763.0,3180.0,583.0,Private not-for-profit,4-year or above
Nicholls State University,-90.801571,29.794486,Louisiana,6453.0,5102.0,1351.0,Public,4-year or above
Nichols College,-71.930283,42.044033,Massachusetts,1592.0,1249.0,343.0,Private not-for-profit,4-year or above
Nicolet Area Technical College,-89.425055,45.609542,Wisconsin,1283.0,279.0,1004.0,Public,2-year
Nightingale College,-111.890777,40.76528,Utah,527.0,415.0,112.0,Private for-profit,4-year or above
Norco College,-117.570212,33.917387,California,10875.0,2145.0,8730.0,Public,2-year
Norfolk State University,-76.261375,36.848429,Virginia,5204.0,4507.0,697.0,Public,4-year or above
Normandale Community College,-93.331673,44.829706,Minnesota,9784.0,4108.0,5676.0,Public,2-year
North American University,-95.588338,29.646303000000003,Texas,558.0,351.0,207.0,Private not-for-profit,4-year or above
North Arkansas College,-93.08844,36.219909,Arkansas,1812.0,983.0,829.0,Public,2-year
North Carolina A & T State University,-79.773375,36.07282,North Carolina,12142.0,10458.0,1684.0,Public,4-year or above
North Carolina Central University,-78.898602,35.974237,North Carolina,8207.0,6564.0,1643.0,Public,4-year or above
North Carolina State University at Raleigh,-78.67451700000002,35.785111,North Carolina,35479.0,28368.0,7111.0,Public,4-year or above
North Carolina Wesleyan College,-77.77398199999998,36.019665,North Carolina,2034.0,1696.0,338.0,Private not-for-profit,4-year or above
North Central College,-88.14279,41.77576,Illinois,2928.0,2727.0,201.0,Private not-for-profit,4-year or above
North Central Institute,-87.425177,36.61484,Tennessee,61.0,42.0,19.0,Private for-profit,2-year
North Central Kansas Technical College,-98.110826,39.482419,Kansas,790.0,436.0,354.0,Public,2-year
North Central Michigan College,-84.954183,45.361727,Michigan,2329.0,646.0,1683.0,Public,2-year
North Central Missouri College,-93.617353,40.078096,Missouri,1854.0,681.0,1173.0,Public,2-year
North Central State College,-82.581582,40.798777,Ohio,2963.0,858.0,2105.0,Public,2-year
North Central Texas College,-97.1658,33.6188,Texas,10525.0,3363.0,7162.0,Public,2-year
North Central University,-93.261511,44.968625,Minnesota,1115.0,930.0,185.0,Private not-for-profit,4-year or above
North Country Community College,-74.11998100000002,44.318645,New York,1978.0,790.0,1188.0,Public,2-year
North Dakota State College of Science,-96.607379,46.27215800000001,North Dakota,2957.0,1589.0,1368.0,Public,2-year
North Dakota State University-Main Campus,-96.800838,46.893127,North Dakota,13796.0,11269.0,2527.0,Public,4-year or above
North Florida Community College,-83.420732,30.473841,Florida,1229.0,369.0,860.0,Public,4-year or above
North Georgia Technical College,-83.530118,34.639721,Georgia,2612.0,908.0,1704.0,Public,2-year
North Greenville University,-82.37026,35.069758,South Carolina,2578.0,2150.0,428.0,Private not-for-profit,4-year or above
North Hennepin Community College,-93.374536,45.106937,Minnesota,6286.0,2063.0,4223.0,Public,2-year
North Idaho College,-116.798905,47.67569,Idaho,5270.0,2080.0,3190.0,Public,2-year
North Iowa Area Community College,-93.13126,43.157169,Iowa,2995.0,1412.0,1583.0,Public,2-year
North Lake College,-96.967098,32.871872,Texas,11512.0,1856.0,9656.0,Public,2-year
North Park University,-87.709948,41.975268,Illinois,2900.0,1893.0,1007.0,Private not-for-profit,4-year or above
North Seattle College,-122.333584,47.698408,Washington,5929.0,1874.0,4055.0,Public,4-year or above
North Shore Community College,-70.96804399999998,42.590103000000006,Massachusetts,5763.0,1996.0,3767.0,Public,2-year
North-West College-West Covina,-117.949583,34.072071,California,658.0,658.0,0.0,Private for-profit,2-year
Northampton County Area Community College,-75.32351,40.67253,Pennsylvania,9769.0,4255.0,5514.0,Public,2-year
Northcentral Technical College,-89.64636899999998,44.986458,Wisconsin,6395.0,1203.0,5192.0,Public,2-year
Northcentral University,-117.214911,32.736670000000004,California,10535.0,4303.0,6232.0,Private for-profit,4-year or above
Northeast Alabama Community College,-85.911664,34.545471,Alabama,2883.0,1159.0,1724.0,Public,2-year
Northeast Catholic College,-71.83444399999998,43.314908,New Hampshire,83.0,78.0,5.0,Private not-for-profit,4-year or above
Northeast Community College,-97.396578,42.048647,Nebraska,5016.0,2094.0,2922.0,Public,2-year
Northeast Iowa Community College,-91.867105,43.17523,Iowa,4449.0,1153.0,3296.0,Public,2-year
Northeast Lakeview College,-98.323246,29.545802,Texas,5510.0,1235.0,4275.0,Public,2-year
Northeast Mississippi Community College,-88.562609,34.668339,Mississippi,3512.0,2679.0,833.0,Public,2-year
Northeast State Community College,-82.408885,36.484961,Tennessee,6139.0,3411.0,2728.0,Public,2-year
Northeast Texas Community College,-94.881855,33.104931,Texas,3091.0,1395.0,1696.0,Public,2-year
Northeast Wisconsin Technical College,-88.105675,44.526467,Wisconsin,11505.0,2573.0,8932.0,Public,2-year
Northeastern Illinois University,-87.718983,41.980399,Illinois,8103.0,3967.0,4136.0,Public,4-year or above
Northeastern Junior College,-103.197329,40.63721500000001,Colorado,1492.0,851.0,641.0,Public,2-year
Northeastern Oklahoma A&M College,-94.867248,36.877255,Oklahoma,1897.0,1383.0,514.0,Public,2-year
Northeastern State University,-94.967229,35.919939,Oklahoma,7879.0,5168.0,2711.0,Public,4-year or above
Northeastern Technical College,-79.939245,34.698248,South Carolina,1275.0,429.0,846.0,Public,2-year
Northeastern University,-71.088782,42.339992,Massachusetts,21627.0,20785.0,842.0,Private not-for-profit,4-year or above
Northeastern University Lifelong Learning Network,-71.087841,42.339477,Massachusetts,11900.0,3563.0,8337.0,Private not-for-profit,4-year or above
Northern Arizona University,-111.653724,35.188449,Arizona,31066.0,23853.0,7213.0,Public,4-year or above
Northern Essex Community College,-71.04904,42.79663400000001,Massachusetts,5233.0,1698.0,3535.0,Public,2-year
Northern Illinois University,-88.766428,41.933869,Illinois,17169.0,13184.0,3985.0,Public,4-year or above
Northern Kentucky University,-84.463483,39.029714,Kentucky,14764.0,9503.0,5261.0,Public,4-year or above
Northern Maine Community College,-68.034796,46.694668,Maine,811.0,404.0,407.0,Public,2-year
Northern Michigan University,-87.40656800000002,46.559751,Michigan,7595.0,6338.0,1257.0,Public,4-year or above
Northern New Mexico College,-106.084395,36.004073,New Mexico,926.0,632.0,294.0,Public,4-year or above
Northern Oklahoma College,-97.295887,36.678649,Oklahoma,4181.0,1693.0,2488.0,Public,2-year
Northern State University,-98.484728,45.450829,South Dakota,3493.0,1383.0,2110.0,Public,4-year or above
Northern Vermont University,-72.671154,44.641736,Vermont,2590.0,1717.0,873.0,Public,4-year or above
Northern Virginia Community College,-77.23671800000002,38.833361,Virginia,50929.0,16709.0,34220.0,Public,2-year
Northern Wyoming Community College District,-106.941105,44.763926,Wyoming,4168.0,1434.0,2734.0,Public,2-year
Northland College,-90.87476,46.579087,Wisconsin,582.0,558.0,24.0,Private not-for-profit,4-year or above
Northland Community and Technical College,-96.162366,48.124969,Minnesota,3500.0,1376.0,2124.0,Public,2-year
Northland Pioneer College,-110.142199,34.93031,Arizona,3182.0,621.0,2561.0,Public,2-year
Northpoint Bible College,-71.079335,42.765357,Massachusetts,343.0,237.0,106.0,Private not-for-profit,4-year or above
Northshore Technical Community College,-89.89919599999998,30.379147,Louisiana,4733.0,1588.0,3145.0,Public,2-year
NorthWest Arkansas Community College,-94.17289,36.357704,Arkansas,7979.0,2426.0,5553.0,Public,2-year
Northwest Career College,-115.255585,36.203875,Nevada,1067.0,1067.0,0.0,Private for-profit,2-year
Northwest Christian University,-123.079754,44.047483,Oregon,800.0,538.0,262.0,Private not-for-profit,4-year or above
Northwest College,-108.761853,44.760656,Wyoming,1488.0,811.0,677.0,Public,2-year
Northwest College of Art & Design,-122.43885,47.25249,Washington,85.0,72.0,13.0,Private for-profit,4-year or above
Northwest Florida State College,-86.47456,30.540017,Florida,5497.0,2424.0,3073.0,Public,4-year or above
Northwest Indian College,-122.614656,48.794131,Washington,535.0,377.0,158.0,Public,4-year or above
Northwest Iowa Community College,-95.880639,43.184701,Iowa,1747.0,580.0,1167.0,Public,2-year
Northwest Kansas Technical College,-101.70022,39.346424,Kansas,821.0,457.0,364.0,Public,2-year
Northwest Louisiana Technical College,-93.26302,32.586037,Louisiana,1030.0,487.0,543.0,Public,2-year
Northwest Mississippi Community College,-89.969525,34.625532,Mississippi,7618.0,4652.0,2966.0,Public,2-year
Northwest Missouri State University,-94.883339,40.351692,Missouri,6857.0,5380.0,1477.0,Public,4-year or above
Northwest Nazarene University,-116.565783,43.562411,Idaho,2201.0,1673.0,528.0,Private not-for-profit,4-year or above
Northwest School of Wooden Boat Building,-122.752588,48.03413,Washington,38.0,38.0,0.0,Private not-for-profit,2-year
Northwest State Community College,-84.297855,41.450596,Ohio,2377.0,475.0,1902.0,Public,2-year
Northwest Technical College,-94.853974,47.452652,Minnesota,1022.0,331.0,691.0,Public,2-year
Northwest University,-122.192763,47.657945,Washington,1321.0,1190.0,131.0,Private not-for-profit,4-year or above
Northwest University-College of Adult and Professional Studies,-122.195774,47.657502,Washington,1155.0,517.0,638.0,Private not-for-profit,4-year or above
Northwest Vista College,-98.70513,29.471308,Texas,16293.0,3929.0,12364.0,Public,2-year
Northwest-Shoals Community College,-87.678089,34.739788,Alabama,3539.0,1358.0,2181.0,Public,2-year
Northwestern College,-96.058772,42.999007,Iowa,1299.0,961.0,338.0,Private not-for-profit,4-year or above
Northwestern College-Southwestern Campus,-87.79740600000002,41.751724,Illinois,597.0,273.0,324.0,Private for-profit,4-year or above
Northwestern Connecticut Community College,-73.058734,41.920668,Connecticut,1299.0,379.0,920.0,Public,2-year
Northwestern Health Sciences University,-93.311222,44.850963,Minnesota,936.0,808.0,128.0,Private not-for-profit,4-year or above
Northwestern Michigan College,-85.58551700000002,44.765436,Michigan,3727.0,1381.0,2346.0,Public,4-year or above
Northwestern Oklahoma State University,-98.667673,36.796658,Oklahoma,1992.0,1523.0,469.0,Public,4-year or above
Northwestern State University of Louisiana,-93.097797,31.750666,Louisiana,11081.0,6489.0,4592.0,Public,4-year or above
Northwestern University,-87.679858,42.050356,Illinois,22127.0,17748.0,4379.0,Private not-for-profit,4-year or above
Northwood University,-84.27682,43.628717,Michigan,3177.0,1779.0,1398.0,Private not-for-profit,4-year or above
Norwalk Community College,-73.450965,41.102574,Connecticut,5413.0,1737.0,3676.0,Public,2-year
Norwich University,-72.65978299999998,44.140237,Vermont,3986.0,3340.0,646.0,Private not-for-profit,4-year or above
Nossi College of Art,-86.73852099999998,36.24334,Tennessee,303.0,303.0,0.0,Private for-profit,4-year or above
Notre Dame College,-81.51661700000002,41.506894,Ohio,1700.0,1163.0,537.0,Private not-for-profit,4-year or above
Notre Dame de Namur University,-122.284794,37.517111,California,1492.0,822.0,670.0,Private not-for-profit,4-year or above
Notre Dame of Maryland University,-76.619739,39.350612,Maryland,2371.0,953.0,1418.0,Private not-for-profit,4-year or above
Nova Southeastern University,-80.24248,26.079337,Florida,20435.0,13150.0,7285.0,Private not-for-profit,4-year or above
Nueta Hidatsa Sahnish College,-102.472814,47.983311,North Dakota,198.0,126.0,72.0,Public,4-year or above
Nunez Community College,-89.95888000000002,29.954190000000004,Louisiana,2371.0,879.0,1492.0,Public,2-year
Nyack College,-73.927863,41.081957,New York,2351.0,1524.0,827.0,Private not-for-profit,4-year or above
Oak Hills Christian College,-94.901503,47.425836,Minnesota,98.0,83.0,15.0,Private not-for-profit,4-year or above
Oakland City University,-87.35144,38.340891,Indiana,1419.0,685.0,734.0,Private not-for-profit,4-year or above
Oakland Community College,-83.244787,42.595441,Michigan,15411.0,3876.0,11535.0,Public,2-year
Oakland University,-83.216418,42.674573,Michigan,19309.0,14605.0,4704.0,Public,4-year or above
Oakton Community College,-87.88064399999998,42.061893,Illinois,8454.0,2538.0,5916.0,Public,2-year
Oakwood University,-86.65270500000003,34.756344,Alabama,1636.0,1502.0,134.0,Private not-for-profit,4-year or above
Oberlin College,-82.21679499999998,41.291992,Ohio,2812.0,2785.0,27.0,Private not-for-profit,4-year or above
Occidental College,-118.210908,34.127124,California,1930.0,1907.0,23.0,Private not-for-profit,4-year or above
Ocean County College,-74.16549,40.007809,New Jersey,8176.0,4427.0,3749.0,Public,2-year
Oconee Fall Line Technical College,-82.839621,32.996687,Georgia,1428.0,318.0,1110.0,Public,2-year
Odessa College,-102.383477,31.866812,Texas,7083.0,2766.0,4317.0,Public,2-year
Ogeechee Technical College,-81.818517,32.395767,Georgia,2014.0,783.0,1231.0,Public,2-year
Oglala Lakota College,-102.240331,43.366813,South Dakota,1300.0,721.0,579.0,Public,4-year or above
Oglethorpe University,-84.333687,33.875440999999995,Georgia,1264.0,1212.0,52.0,Private not-for-profit,4-year or above
Ohio Business College-Sandusky,-82.667389,41.415212,Ohio,160.0,94.0,66.0,Private for-profit,2-year
Ohio Business College-Sheffield,-82.073403,41.42380900000001,Ohio,199.0,124.0,75.0,Private for-profit,2-year
Ohio Christian University,-82.904885,39.613155,Ohio,3660.0,2448.0,1212.0,Private not-for-profit,4-year or above
Ohio Dominican University,-82.940689,39.992764,Ohio,1716.0,1114.0,602.0,Private not-for-profit,4-year or above
Ohio Northern University,-83.82744100000002,40.7662,Ohio,3039.0,2846.0,193.0,Private not-for-profit,4-year or above
Ohio State University Agricultural Technical Institute,-81.92293599999998,40.775194,Ohio,687.0,611.0,76.0,Public,2-year
Ohio State University-Lima Campus,-84.02384,40.738521,Ohio,1010.0,851.0,159.0,Public,4-year or above
Ohio State University-Main Campus,-83.014853,39.999324,Ohio,61170.0,53129.0,8041.0,Public,4-year or above
Ohio State University-Mansfield Campus,-82.58019399999998,40.796536,Ohio,1099.0,883.0,216.0,Public,4-year or above
Ohio State University-Marion Campus,-83.090597,40.577779,Ohio,1252.0,1029.0,223.0,Public,4-year or above
Ohio State University-Newark Campus,-82.447441,40.069314,Ohio,2882.0,2462.0,420.0,Public,4-year or above
Ohio Technical College,-81.656868,41.518038,Ohio,905.0,905.0,0.0,Private for-profit,2-year
Ohio University-Chillicothe Campus,-83.002175,39.329404,Ohio,1586.0,1001.0,585.0,Public,4-year or above
Ohio University-Eastern Campus,-80.976073,40.073392,Ohio,512.0,335.0,177.0,Public,4-year or above
Ohio University-Lancaster Campus,-82.586069,39.73875200000001,Ohio,1568.0,1004.0,564.0,Public,4-year or above
Ohio University-Main Campus,-82.100985,39.326798,Ohio,28480.0,20184.0,8296.0,Public,4-year or above
Ohio University-Southern Campus,-82.666876,38.524781,Ohio,1235.0,806.0,429.0,Public,4-year or above
Ohio University-Zanesville Campus,-82.031063,39.96098,Ohio,1103.0,781.0,322.0,Public,4-year or above
Ohio Valley College of Technology,-80.572063,40.6796,Ohio,201.0,176.0,25.0,Private for-profit,2-year
Ohio Valley University,-81.537808,39.312447,West Virginia,509.0,387.0,122.0,Private not-for-profit,4-year or above
Ohio Wesleyan University,-83.069757,40.295963,Ohio,1561.0,1547.0,14.0,Private not-for-profit,4-year or above
Ohlone College,-121.916339,37.52773,California,8835.0,3404.0,5431.0,Public,2-year
Ohr Hameir Theological Seminary,-73.88979300000003,41.268725,New York,94.0,94.0,0.0,Private not-for-profit,4-year or above
Oikos University,-122.199689,37.742256,California,86.0,86.0,0.0,Private not-for-profit,4-year or above
Oklahoma Baptist University,-96.932459,35.360492,Oklahoma,2011.0,1837.0,174.0,Private not-for-profit,4-year or above
Oklahoma Christian University,-97.469526,35.611412,Oklahoma,2228.0,1886.0,342.0,Private not-for-profit,4-year or above
Oklahoma City Community College,-97.570109,35.387699,Oklahoma,12039.0,4119.0,7920.0,Public,2-year
Oklahoma City University,-97.541242,35.495271,Oklahoma,2773.0,2339.0,434.0,Private not-for-profit,4-year or above
Oklahoma Panhandle State University,-101.638488,36.594518,Oklahoma,1262.0,946.0,316.0,Public,4-year or above
Oklahoma State University Institute of Technology,-95.940373,35.62693400000001,Oklahoma,2401.0,1665.0,736.0,Public,4-year or above
Oklahoma State University-Main Campus,-97.069743,36.123085,Oklahoma,24690.0,19387.0,5303.0,Public,4-year or above
Oklahoma State University-Oklahoma City,-97.581959,35.474969,Oklahoma,5701.0,1628.0,4073.0,Public,4-year or above
Oklahoma Wesleyan University,-95.95671,36.717453000000006,Oklahoma,1096.0,568.0,528.0,Private not-for-profit,4-year or above
Old Dominion University,-76.30666,36.886418,Virginia,24176.0,16605.0,7571.0,Public,4-year or above
Olivet College,-84.923891,42.442891,Michigan,1098.0,933.0,165.0,Private not-for-profit,4-year or above
Olivet Nazarene University,-87.875165,41.155237,Illinois,4655.0,3234.0,1421.0,Private not-for-profit,4-year or above
Olney Central College,-88.099589,38.735913,Illinois,1112.0,560.0,552.0,Public,2-year
Olympic College,-122.635113,47.574769,Washington,6620.0,4024.0,2596.0,Public,4-year or above
Onondaga Community College,-76.197878,43.006329,New York,9834.0,4725.0,5109.0,Public,2-year
Oral Roberts University,-95.952547,36.049129,Oklahoma,4053.0,3187.0,866.0,Private not-for-profit,4-year or above
Orange Coast College,-117.90908600000002,33.669270000000004,California,21122.0,7806.0,13316.0,Public,2-year
Orange County Community College,-74.426028,41.438629,New York,6617.0,2964.0,3653.0,Public,2-year
Orangeburg Calhoun Technical College,-80.82927,33.54485,South Carolina,2387.0,854.0,1533.0,Public,2-year
Oregon Coast Community College,-124.046973,44.603136,Oregon,409.0,206.0,203.0,Public,2-year
Oregon College of Art and Craft,-122.761912,45.511121,Oregon,137.0,129.0,8.0,Private not-for-profit,4-year or above
Oregon Health & Science University,-122.686096,45.498772,Oregon,2999.0,1835.0,1164.0,Public,4-year or above
Oregon Institute of Technology,-121.785177,42.25715200000001,Oregon,5335.0,2359.0,2976.0,Public,4-year or above
Oregon State University,-123.274723,44.56395,Oregon,30986.0,22133.0,8853.0,Public,4-year or above
Oregon State University-Cascades Campus,-121.333703,44.042795,Oregon,1259.0,557.0,702.0,Public,4-year or above
Orleans Technical College,-75.011324,40.090338,Pennsylvania,284.0,220.0,64.0,Private not-for-profit,2-year
Otero Junior College,-103.544874,37.969984,Colorado,1262.0,578.0,684.0,Public,2-year
Otis College of Art and Design,-118.416615,33.956607,California,1144.0,1125.0,19.0,Private not-for-profit,4-year or above
Ottawa University-Kansas City,-94.635461,38.932055,Kansas,493.0,198.0,295.0,Private not-for-profit,4-year or above
Ottawa University-Milwaukee,-88.115185,43.02963,Wisconsin,194.0,66.0,128.0,Private not-for-profit,4-year or above
Ottawa University-Online,-95.264165,38.602351,Kansas,195.0,82.0,113.0,Private not-for-profit,4-year or above
Ottawa University-Ottawa,-95.264187,38.603173,Kansas,754.0,672.0,82.0,Private not-for-profit,4-year or above
Ottawa University-Phoenix,-112.113001,33.572173,Arizona,809.0,226.0,583.0,Private not-for-profit,4-year or above
Ottawa University-Surprise,-112.368233,33.628923,Arizona,655.0,561.0,94.0,Private not-for-profit,4-year or above
Otterbein University,-82.936444,40.125327,Ohio,2886.0,2328.0,558.0,Private not-for-profit,4-year or above
Ouachita Baptist University,-93.052471,34.126093,Arkansas,1660.0,1529.0,131.0,Private not-for-profit,4-year or above
Our Lady of the Lake University,-98.54365,29.426194,Texas,3149.0,2818.0,331.0,Private not-for-profit,4-year or above
Owens Community College,-83.538634,41.587998,Ohio,9460.0,2506.0,6954.0,Public,2-year
Owensboro Community and Technical College,-87.082861,37.717355,Kentucky,3940.0,1519.0,2421.0,Public,2-year
Oxnard College,-119.157604,34.166104,California,7418.0,2208.0,5210.0,Public,2-year
Ozark Christian College,-94.510622,37.103172,Missouri,608.0,488.0,120.0,Private not-for-profit,4-year or above
Ozarka College,-91.896355,36.053031,Arkansas,1123.0,562.0,561.0,Public,2-year
Ozarks Technical Community College,-93.279985,37.216479,Missouri,12221.0,5509.0,6712.0,Public,2-year
Pace University,-74.004719,40.711014,New York,13326.0,10287.0,3039.0,Private not-for-profit,4-year or above
Pacific Bible College,-122.874107,42.324959,Oregon,45.0,9.0,36.0,Private not-for-profit,2-year
Pacific College,-117.873382,33.680043,California,301.0,291.0,10.0,Private for-profit,4-year or above
Pacific College of Oriental Medicine-Chicago,-87.625488,41.886588,Illinois,186.0,114.0,72.0,Private for-profit,4-year or above
Pacific College of Oriental Medicine-New York,-74.006721,40.7088,New York,581.0,357.0,224.0,Private for-profit,4-year or above
Pacific College of Oriental Medicine-San Diego,-117.16073,32.778391,California,988.0,590.0,398.0,Private for-profit,4-year or above
Pacific Lutheran University,-122.440421,47.14516,Washington,3207.0,2992.0,215.0,Private not-for-profit,4-year or above
Pacific Northwest College of Art,-122.678182,45.526766,Oregon,574.0,537.0,37.0,Private not-for-profit,4-year or above
