institution_name,longitude,latitude,fips_state_code,total_enrollment,full-time_enrollment,part-time_enrollment,control,level
Pacific Oaks College,-118.151323,34.153382,California,1111.0,39.0,1072.0,Private not-for-profit,4-year or above
Pacific Rim Christian University,-157.888379,21.328198,Hawaii,152.0,102.0,50.0,Private not-for-profit,4-year or above
Pacific States University,-118.298408,34.061315,California,62.0,62.0,0.0,Private not-for-profit,4-year or above
Pacific Union College,-122.440308,38.570585,California,1062.0,967.0,95.0,Private not-for-profit,4-year or above
Pacific University,-123.108777,45.521394,Oregon,3938.0,3725.0,213.0,Private not-for-profit,4-year or above
Paier College of Art Inc,-72.935048,41.347714,Connecticut,83.0,56.0,27.0,Private for-profit,4-year or above
Paine College,-81.993225,33.469545000000004,Georgia,469.0,432.0,37.0,Private not-for-profit,4-year or above
Palm Beach Atlantic University,-80.05247,26.7044,Florida,3705.0,2839.0,866.0,Private not-for-profit,4-year or above
Palm Beach State College,-80.08653000000002,26.61256,Florida,31816.0,8112.0,23704.0,Public,4-year or above
Palmer College of Chiropractic,-90.574607,41.529021,Iowa,2179.0,2147.0,32.0,Private not-for-profit,4-year or above
Palo Alto College,-98.543468,29.322955,Texas,9852.0,2075.0,7777.0,Public,2-year
Palo Alto University,-122.18743700000002,37.382216,California,1071.0,864.0,207.0,Private not-for-profit,4-year or above
Palo Verde College,-114.651698,33.661538,California,4118.0,441.0,3677.0,Public,2-year
Palomar College,-117.183978,33.149483000000004,California,23917.0,7682.0,16235.0,Public,2-year
Pamlico Community College,-76.83372,35.068397999999995,North Carolina,527.0,205.0,322.0,Public,2-year
Panola College,-94.356355,32.156214,Texas,2766.0,1169.0,1597.0,Public,2-year
Paradise Valley Community College,-112.009865,33.652134999999994,Arizona,8115.0,2157.0,5958.0,Public,2-year
Paris Junior College,-95.529177,33.650929,Texas,4959.0,1765.0,3194.0,Public,2-year
Park University,-94.679041,39.189256,Missouri,11415.0,4215.0,7200.0,Private not-for-profit,4-year or above
Parker University,-96.893564,32.880334999999995,Texas,1435.0,1269.0,166.0,Private not-for-profit,4-year or above
Parkland College,-88.290359,40.131963,Illinois,7074.0,2874.0,4200.0,Public,2-year
Pasadena City College,-118.118196,34.144552000000004,California,26862.0,10416.0,16446.0,Public,2-year
Pasco-Hernando State College,-82.646727,28.2751,Florida,11525.0,4207.0,7318.0,Public,4-year or above
Passaic County Community College,-74.168778,40.918449,New Jersey,6480.0,2610.0,3870.0,Public,2-year
Patrick Henry Community College,-79.871133,36.737893,Virginia,2266.0,1183.0,1083.0,Public,2-year
Paul D Camp Community College,-76.93757,36.67452700000001,Virginia,1288.0,383.0,905.0,Public,2-year
Paul Quinn College,-96.755778,32.678837,Texas,550.0,521.0,29.0,Private not-for-profit,4-year or above
Paul Smiths College of Arts and Science,-74.252675,44.433965,New York,745.0,731.0,14.0,Private not-for-profit,4-year or above
PCI College,-118.100169,33.87475,California,109.0,104.0,5.0,Private for-profit,4-year or above
Pearl River Community College,-89.543052,30.844322,Mississippi,4836.0,3640.0,1196.0,Public,2-year
Peirce College,-75.166332,39.945483,Pennsylvania,1357.0,291.0,1066.0,Private not-for-profit,4-year or above
Pellissippi State Community College,-84.166504,35.948303,Tennessee,10894.0,5111.0,5783.0,Public,2-year
Peloton College,-96.769353,32.861996999999995,Texas,160.0,160.0,0.0,Private for-profit,2-year
Peninsula College,-123.412865,48.101295,Washington,2052.0,1156.0,896.0,Public,4-year or above
Penn Commercial Business/Technical School,-80.238844,40.182387,Pennsylvania,237.0,237.0,0.0,Private for-profit,2-year
Pennco Tech-Bristol,-74.870959,40.097992,Pennsylvania,368.0,234.0,134.0,Private for-profit,2-year
Pennsylvania Academy of the Fine Arts,-75.16345600000002,39.955692,Pennsylvania,273.0,271.0,2.0,Private not-for-profit,4-year or above
Pennsylvania College of Art and Design,-76.308769,40.041152,Pennsylvania,251.0,242.0,9.0,Private not-for-profit,4-year or above
Pennsylvania College of Health Sciences,-76.247035,40.060419,Pennsylvania,1800.0,491.0,1309.0,Private not-for-profit,4-year or above
Pennsylvania College of Technology,-77.02366500000002,41.234145,Pennsylvania,5322.0,4378.0,944.0,Public,4-year or above
Pennsylvania Highlands Community College,-78.837175,40.26408,Pennsylvania,2658.0,781.0,1877.0,Public,2-year
Pennsylvania Institute of Health and Technology,-79.652374,39.950525,Pennsylvania,88.0,88.0,0.0,Private for-profit,2-year
Pennsylvania Institute of Technology,-75.38893,39.908335,Pennsylvania,404.0,247.0,157.0,Private not-for-profit,2-year
Pennsylvania State University-Main Campus,-77.862848,40.7965,Pennsylvania,46810.0,45140.0,1670.0,Public,4-year or above
Pennsylvania State University-Penn State Abington,-75.109083,40.11683,Pennsylvania,3746.0,3283.0,463.0,Public,4-year or above
Pennsylvania State University-Penn State Altoona,-78.408247,40.54092,Pennsylvania,3244.0,3125.0,119.0,Public,4-year or above
Pennsylvania State University-Penn State Beaver,-80.296235,40.678254,Pennsylvania,622.0,548.0,74.0,Public,4-year or above
Pennsylvania State University-Penn State Berks,-75.97214100000002,40.357987,Pennsylvania,2578.0,2277.0,301.0,Public,4-year or above
Pennsylvania State University-Penn State Brandywine,-75.44698299999997,39.926381,Pennsylvania,1351.0,1208.0,143.0,Public,4-year or above
Pennsylvania State University-Penn State DuBois,-78.751784,41.126941,Pennsylvania,564.0,447.0,117.0,Public,4-year or above
Pennsylvania State University-Penn State Erie-Behrend College,-79.983773,42.119433,Pennsylvania,4312.0,4000.0,312.0,Public,4-year or above
Pennsylvania State University-Penn State Fayette- Eberly,-79.65776899999999,39.947217,Pennsylvania,640.0,570.0,70.0,Public,4-year or above
Pennsylvania State University-Penn State Greater Allegheny,-79.82744699999998,40.345582,Pennsylvania,462.0,417.0,45.0,Public,4-year or above
Pennsylvania State University-Penn State Harrisburg,-76.7423,40.203766,Pennsylvania,4933.0,4146.0,787.0,Public,4-year or above
Pennsylvania State University-Penn State Hazleton,-76.031061,40.983958,Pennsylvania,676.0,592.0,84.0,Public,4-year or above
Pennsylvania State University-Penn State Lehigh Valley,-75.402507,40.559208,Pennsylvania,912.0,764.0,148.0,Public,4-year or above
Pennsylvania State University-Penn State Mont Alto,-77.542355,39.842047,Pennsylvania,830.0,591.0,239.0,Public,4-year or above
Pennsylvania State University-Penn State New Kensington,-79.697232,40.55115900000001,Pennsylvania,585.0,489.0,96.0,Public,4-year or above
Pennsylvania State University-Penn State Schuylkill,-76.166326,40.640499,Pennsylvania,609.0,490.0,119.0,Public,4-year or above
Pennsylvania State University-Penn State Scranton,-75.620583,41.440258,Pennsylvania,992.0,896.0,96.0,Public,4-year or above
Pennsylvania State University-Penn State Shenango,-80.508764,41.235053,Pennsylvania,419.0,230.0,189.0,Public,4-year or above
Pennsylvania State University-Penn State Wilkes-Barre,-76.016599,41.306003,Pennsylvania,438.0,366.0,72.0,Public,4-year or above
Pennsylvania State University-Penn State York,-76.702835,39.952327,Pennsylvania,948.0,783.0,165.0,Public,4-year or above
Pennsylvania State University-World Campus,-77.841594,40.832783,Pennsylvania,14458.0,2991.0,11467.0,Public,4-year or above
Pensacola State College,-87.200265,30.479267,Florida,9773.0,3785.0,5988.0,Public,4-year or above
Pepperdine University,-118.707077,34.037786,California,7961.0,5645.0,2316.0,Private not-for-profit,4-year or above
Perry Technical Institute,-120.537976,46.571492,Washington,903.0,903.0,0.0,Private not-for-profit,2-year
Peru State College,-95.732731,40.474689,Nebraska,2114.0,1140.0,974.0,Public,4-year or above
Pfeiffer University,-80.283168,35.484696,North Carolina,1365.0,950.0,415.0,Private not-for-profit,4-year or above
Philander Smith College,-92.283015,34.737131,Arkansas,1000.0,955.0,45.0,Private not-for-profit,4-year or above
Phillips Community College of the University of Arkansas,-90.616884,34.546155,Arkansas,1520.0,608.0,912.0,Public,2-year
Phillips School of Nursing at Mount Sinai Beth Israel,-73.990936,40.744973,New York,199.0,89.0,110.0,Private not-for-profit,4-year or above
Phoenix College,-112.088293,33.481361,Arizona,10959.0,2645.0,8314.0,Public,2-year
Piedmont College,-83.542126,34.566042,Georgia,2449.0,1676.0,773.0,Private not-for-profit,4-year or above
Piedmont Community College,-78.98060699999998,36.431674,North Carolina,1287.0,338.0,949.0,Public,2-year
Piedmont International University,-80.250153,36.087962,North Carolina,896.0,535.0,361.0,Private not-for-profit,4-year or above
Piedmont Technical College,-82.120635,34.207415000000005,South Carolina,4491.0,1643.0,2848.0,Public,2-year
Piedmont Virginia Community College,-78.483707,38.006895,Virginia,5445.0,1112.0,4333.0,Public,2-year
Pierce College-Fort Steilacoom,-122.570935,47.172082,Washington,6067.0,2643.0,3424.0,Public,4-year or above
Pierce College-Puyallup,-122.272365,47.156328,Washington,4453.0,1737.0,2716.0,Public,2-year
Pierpont Community and Technical College,-80.162447,39.483057,West Virginia,1828.0,1022.0,806.0,Public,2-year
Pikes Peak Community College,-104.787261,38.764287,Colorado,13204.0,4916.0,8288.0,Public,4-year or above
Pillar College,-74.16915300000002,40.738539,New Jersey,584.0,431.0,153.0,Private not-for-profit,4-year or above
Pima Community College,-110.886659,32.222125,Arizona,19594.0,4977.0,14617.0,Public,2-year
Pima Medical Institute-Albuquerque,-106.59488,35.104855,New Mexico,565.0,565.0,0.0,Private for-profit,2-year
Pima Medical Institute-Albuquerque West,-106.687874,35.181571000000005,New Mexico,71.0,71.0,0.0,Private for-profit,2-year
Pima Medical Institute-Aurora,-104.831481,39.6956,Colorado,230.0,230.0,0.0,Private for-profit,2-year
Pima Medical Institute-Chula Vista,-117.093388,32.619858,California,551.0,551.0,0.0,Private for-profit,2-year
Pima Medical Institute-Colorado Springs,-104.820989,38.914019,Colorado,397.0,397.0,0.0,Private for-profit,2-year
Pima Medical Institute-Denver,-105.00252,39.831679,Colorado,631.0,631.0,0.0,Private for-profit,2-year
Pima Medical Institute-Dillon,-112.641211,45.208156,Montana,43.0,43.0,0.0,Private for-profit,2-year
Pima Medical Institute-East Valley,-111.689497,33.376378,Arizona,340.0,340.0,0.0,Private for-profit,2-year
Pima Medical Institute-El Paso,-106.326782,31.73814,Texas,483.0,483.0,0.0,Private for-profit,2-year
Pima Medical Institute-Houston,-95.548461,29.78295,Texas,784.0,784.0,0.0,Private for-profit,2-year
Pima Medical Institute-Las Vegas,-115.102238,36.114105,Nevada,707.0,707.0,0.0,Private for-profit,2-year
Pima Medical Institute-Mesa,-111.87417,33.396878,Arizona,708.0,708.0,0.0,Private for-profit,2-year
Pima Medical Institute-Phoenix,-112.118075,33.608723,Arizona,547.0,547.0,0.0,Private for-profit,2-year
Pima Medical Institute-Renton,-122.211383,47.469017,Washington,497.0,497.0,0.0,Private for-profit,2-year
Pima Medical Institute-San Marcos,-117.160199,33.136906,California,223.0,223.0,0.0,Private for-profit,2-year
Pima Medical Institute-Seattle,-122.326844,47.699144,Washington,468.0,468.0,0.0,Private for-profit,2-year
Pima Medical Institute-Tucson,-110.921301,32.2502,Arizona,1851.0,1851.0,0.0,Private for-profit,4-year or above
Pine Manor College,-71.156464,42.320827,Massachusetts,423.0,416.0,7.0,Private not-for-profit,4-year or above
Pine Technical & Community College,-92.968283,45.818667,Minnesota,2020.0,427.0,1593.0,Public,2-year
Pinnacle Career Institute-North Kansas City,-94.684474,39.301199,Missouri,5.0,5.0,0.0,Private for-profit,2-year
Pinnacle Career Institute-South Kansas City,-94.529762,38.938335,Missouri,221.0,221.0,0.0,Private for-profit,2-year
Pioneer Pacific College,-122.768527,45.32216,Oregon,892.0,575.0,317.0,Private for-profit,4-year or above
Pitt Community College,-77.40720300000002,35.550591,North Carolina,8185.0,3450.0,4735.0,Public,2-year
Pittsburg State University,-94.702473,37.392071,Kansas,6625.0,5161.0,1464.0,Public,4-year or above
Pittsburgh Career Institute,-79.99591,40.442726,Pennsylvania,136.0,136.0,0.0,Private for-profit,2-year
Pittsburgh Institute of Aeronautics,-79.926575,40.350804,Pennsylvania,499.0,499.0,0.0,Private not-for-profit,2-year
Pittsburgh Institute of Mortuary Science Inc,-79.930487,40.459175,Pennsylvania,217.0,97.0,120.0,Private not-for-profit,2-year
Pittsburgh Technical College,-80.18940400000002,40.424679,Pennsylvania,1651.0,1651.0,0.0,Private not-for-profit,4-year or above
Pitzer College,-117.706675,34.104107,California,1072.0,1050.0,22.0,Private not-for-profit,4-year or above
Platt College,-95.903824,36.109468,Oklahoma,267.0,267.0,0.0,Private for-profit,2-year
Platt College-Anaheim,-117.878211,33.809417,California,349.0,349.0,0.0,Private for-profit,4-year or above
Platt College-Aurora,-104.854614,39.661195,Colorado,239.0,239.0,0.0,Private for-profit,4-year or above
Platt College-Berks Technical Institute,-75.978873,40.344627,Pennsylvania,777.0,414.0,363.0,Private for-profit,2-year
Platt College-Los Angeles,-118.150013,34.081723,California,570.0,570.0,0.0,Private for-profit,4-year or above
Platt College-McCann-Allentown,-75.448981,40.64006,Pennsylvania,704.0,495.0,209.0,Private for-profit,2-year
Platt College-McCann-Lewisburg,-76.885311,40.98239,Pennsylvania,318.0,213.0,105.0,Private for-profit,2-year
Platt College-McCann-Monroe,-92.10098,32.524328000000004,Louisiana,607.0,351.0,256.0,Private for-profit,2-year
Platt College-Miller-Motte Technical-Augusta,-82.086986,33.494994,Georgia,495.0,329.0,166.0,Private for-profit,2-year
Platt College-Miller-Motte Technical-Charleston,-80.044585,32.953274,South Carolina,671.0,456.0,215.0,Private for-profit,2-year
Platt College-Miller-Motte Technical-Chattanooga,-85.181925,35.034287,Tennessee,526.0,391.0,135.0,Private for-profit,2-year
Platt College-Miller-Motte Technical-Columbus,-84.935912,32.479997,Georgia,709.0,414.0,295.0,Private for-profit,2-year
Platt College-Miller-Motte Technical-Conway,-78.993461,33.788822,South Carolina,1342.0,855.0,487.0,Private for-profit,2-year
Platt College-Miller-Motte Technical-Macon,-83.687065,32.897821,Georgia,424.0,306.0,118.0,Private for-profit,2-year
Platt College-Miller-Motte-Cary,-78.740708,35.755124,North Carolina,377.0,294.0,83.0,Private for-profit,2-year
Platt College-Miller-Motte-Fayetteville,-78.88167,35.11096,North Carolina,628.0,467.0,161.0,Private for-profit,2-year
Platt College-Miller-Motte-Jacksonville,-77.41384000000002,34.753428,North Carolina,493.0,321.0,172.0,Private for-profit,2-year
Platt College-Miller-Motte-Raleigh,-78.585676,35.834569,North Carolina,627.0,408.0,219.0,Private for-profit,2-year
Platt College-Miller-Motte-Wilmington,-77.882359,34.242761,North Carolina,1867.0,1030.0,837.0,Private for-profit,4-year or above
Platt College-Moore,-97.478449,35.339154,Oklahoma,307.0,307.0,0.0,Private for-profit,2-year
Platt College-Ontario,-117.571744,34.068595,California,510.0,510.0,0.0,Private for-profit,4-year or above
Platt College-Riverside,-117.298365,33.932922999999995,California,484.0,484.0,0.0,Private for-profit,4-year or above
Platt College-San Diego,-117.063483,32.763729999999995,California,145.0,145.0,0.0,Private for-profit,4-year or above
Plaza College,-73.83115600000002,40.714894,New York,902.0,823.0,79.0,Private for-profit,4-year or above
Plymouth State University,-71.690164,43.759573,New Hampshire,5059.0,4378.0,681.0,Public,4-year or above
Point Loma Nazarene University,-117.25026499999998,32.718391,California,4592.0,3106.0,1486.0,Private not-for-profit,4-year or above
Point Park University,-80.002061,40.438768,Pennsylvania,4099.0,3022.0,1077.0,Private not-for-profit,4-year or above
Point University,-85.184931,32.87912,Georgia,2248.0,1116.0,1132.0,Private not-for-profit,4-year or above
Polk State College,-81.711873,28.032411,Florida,10591.0,3675.0,6916.0,Public,4-year or above
Polytechnic University of Puerto Rico-Miami,-80.328482,25.80915,Florida,162.0,92.0,70.0,Private not-for-profit,4-year or above
